geo_id,name_x,total_pop,pct_male,median_age,pct_hisp_latino,pce_white,pct_black,pct_american_ind,pct_asian,pct_hawaiian_pacisldr,pct_other_race,name_y,pct_unemployed,avg_wrk_commute_mins,median_hsld_income,per_cap_income,name_x,total_households,avg_household_size,avg_family_size,pop_in_households,pct_bach_degree,name_y,total_housing_units,occupied_housing_units,total_units_in_structure,units_built_after_2014,owner_occupied_units,renter_occupied_units
1400000US11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",2998,43.8,37.3,9.2,16.8,68.2,1.1,0.3,0.0,0.6,"Census Tract 92.03, District of Columbia, District of Columbia",5.5,31.4,72750,41974,"Census Tract 92.03, District of Columbia, District of Columbia",1235,2.41,3.41,2975,51.0,"Census Tract 92.03, District of Columbia, District of Columbia",1329,1235,1329,0,668,567
1400000US11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",2765,46.4,31.8,9.4,8.4,79.2,0.4,0.4,0.0,0.0,"Census Tract 92.04, District of Columbia, District of Columbia",9.7,34.2,21150,20821,"Census Tract 92.04, District of Columbia, District of Columbia",1331,2.07,3.15,2759,18.6,"Census Tract 92.04, District of Columbia, District of Columbia",1460,1331,1460,0,243,1088
1400000US11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",3450,48.1,42.2,7.1,37.4,47.5,0.0,4.5,0.0,0.2,"Census Tract 93.01, District of Columbia, District of Columbia",6.3,29.0,97813,52240,"Census Tract 93.01, District of Columbia, District of Columbia",1182,2.82,3.50,3337,57.6,"Census Tract 93.01, District of Columbia, District of Columbia",1268,1182,1268,0,930,252
1400000US11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",1427,48.0,40.0,15.2,26.5,57.0,0.0,0.0,0.0,0.0,"Census Tract 93.02, District of Columbia, District of Columbia",7.6,29.2,73603,46468,"Census Tract 93.02, District of Columbia, District of Columbia",545,2.60,3.16,1417,47.3,"Census Tract 93.02, District of Columbia, District of Columbia",577,545,577,34,371,174
1400000US11001009400,"Census Tract 94, District of Columbia, District of Columbia",4806,46.6,41.5,3.7,13.8,76.4,0.7,2.1,0.0,0.5,"Census Tract 94, District of Columbia, District of Columbia",6.3,33.4,96953,41533,"Census Tract 94, District of Columbia, District of Columbia",1627,2.89,3.87,4710,41.5,"Census Tract 94, District of Columbia, District of Columbia",1803,1627,1803,0,1330,297
1400000US11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",7277,50.2,22.4,26.8,25.4,42.9,0.2,3.3,0.1,0.0,"Census Tract 95.01, District of Columbia, District of Columbia",5.2,26.7,44443,17804,"Census Tract 95.01, District of Columbia, District of Columbia",1875,2.66,3.89,4991,27.6,"Census Tract 95.01, District of Columbia, District of Columbia",1968,1875,1968,0,350,1525
1400000US11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",3247,44.3,42.4,2.5,21.4,74.1,0.0,1.0,0.0,0.0,"Census Tract 95.03, District of Columbia, District of Columbia",3.6,33.0,118039,48210,"Census Tract 95.03, District of Columbia, District of Columbia",1153,2.66,3.12,3065,55.8,"Census Tract 95.03, District of Columbia, District of Columbia",1284,1153,1284,0,900,253
1400000US11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",3464,46.9,43.6,12.2,27.7,54.7,0.0,4.1,0.0,0.0,"Census Tract 95.04, District of Columbia, District of Columbia",1.9,33.1,83487,42512,"Census Tract 95.04, District of Columbia, District of Columbia",1259,2.48,3.55,3120,47.6,"Census Tract 95.04, District of Columbia, District of Columbia",1403,1259,1403,8,848,411
1400000US11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",3473,46.7,43.1,9.2,11.1,75.9,0.8,1.0,0.0,0.3,"Census Tract 95.05, District of Columbia, District of Columbia",6.3,35.2,81169,45367,"Census Tract 95.05, District of Columbia, District of Columbia",1291,2.66,3.70,3430,44.2,"Census Tract 95.05, District of Columbia, District of Columbia",1506,1291,1506,144,988,303
1400000US11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",2005,41.6,33.8,19.4,1.8,77.6,0.0,0.0,0.0,0.0,"Census Tract 95.07, District of Columbia, District of Columbia",13.2,35.8,73750,28469,"Census Tract 95.07, District of Columbia, District of Columbia",609,3.29,4.63,2005,28.3,"Census Tract 95.07, District of Columbia, District of Columbia",625,609,625,11,464,145
1400000US11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",3584,38.7,43.9,15.7,7.2,71.7,2.2,0.9,0.0,0.0,"Census Tract 95.08, District of Columbia, District of Columbia",7.3,30.0,60638,40875,"Census Tract 95.08, District of Columbia, District of Columbia",1560,2.29,3.42,3578,41.0,"Census Tract 95.08, District of Columbia, District of Columbia",1771,1560,1771,30,755,805
1400000US11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",3246,49.8,45.7,10.9,7.8,76.3,0.0,0.0,0.0,2.0,"Census Tract 95.09, District of Columbia, District of Columbia",4.8,31.9,68750,36900,"Census Tract 95.09, District of Columbia, District of Columbia",1308,2.48,3.40,3246,38.3,"Census Tract 95.09, District of Columbia, District of Columbia",1332,1308,1332,0,1135,173
1400000US11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",2511,38.1,33.5,0.6,2.7,96.4,0.0,0.0,0.0,0.0,"Census Tract 96.01, District of Columbia, District of Columbia",14.9,30.3,30948,20303,"Census Tract 96.01, District of Columbia, District of Columbia",886,2.77,3.66,2454,19.2,"Census Tract 96.01, District of Columbia, District of Columbia",938,886,938,16,302,584
1400000US11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",3705,34.2,29.6,3.8,0.5,93.5,0.0,0.3,0.0,0.8,"Census Tract 96.02, District of Columbia, District of Columbia",14.2,35.7,26712,16596,"Census Tract 96.02, District of Columbia, District of Columbia",1780,2.08,3.34,3705,9.6,"Census Tract 96.02, District of Columbia, District of Columbia",1853,1780,1853,67,154,1626
1400000US11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",4040,45.6,41.0,1.0,0.2,97.8,0.0,0.4,0.0,0.0,"Census Tract 96.03, District of Columbia, District of Columbia",9.0,36.5,46353,27965,"Census Tract 96.03, District of Columbia, District of Columbia",1659,2.41,3.61,3990,14.6,"Census Tract 96.03, District of Columbia, District of Columbia",1828,1659,1828,0,513,1146
1400000US11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",2343,38.4,47.2,3.7,2.8,91.6,0.4,0.0,0.0,0.5,"Census Tract 96.04, District of Columbia, District of Columbia",3.9,36.6,62773,32627,"Census Tract 96.04, District of Columbia, District of Columbia",969,2.39,3.47,2318,23.0,"Census Tract 96.04, District of Columbia, District of Columbia",1037,969,1037,7,553,416
1400000US11001009700,"Census Tract 97, District of Columbia, District of Columbia",3313,44.1,28.6,2.7,0.8,96.3,0.0,0.0,0.0,0.2,"Census Tract 97, District of Columbia, District of Columbia",16.3,38.9,39750,22564,"Census Tract 97, District of Columbia, District of Columbia",1074,2.94,3.97,3156,12.3,"Census Tract 97, District of Columbia, District of Columbia",1262,1074,1262,0,391,683
1400000US11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2275,45.0,26.6,3.8,1.5,92.9,0.2,0.0,0.0,0.0,"Census Tract 98.01, District of Columbia, District of Columbia",14.6,39.3,21088,14452,"Census Tract 98.01, District of Columbia, District of Columbia",879,2.58,3.93,2271,11.9,"Census Tract 98.01, District of Columbia, District of Columbia",944,879,944,17,153,726
1400000US11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",2010,48.3,28.4,3.0,0.5,96.5,0.0,0.0,0.0,0.0,"Census Tract 98.02, District of Columbia, District of Columbia",19.6,41.6,19342,14992,"Census Tract 98.02, District of Columbia, District of Columbia",704,2.86,3.91,2010,12.7,"Census Tract 98.02, District of Columbia, District of Columbia",863,704,863,30,171,533
1400000US11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",3071,46.8,34.6,0.0,0.0,99.4,0.3,0.0,0.0,0.0,"Census Tract 98.03, District of Columbia, District of Columbia",16.0,37.1,31667,23970,"Census Tract 98.03, District of Columbia, District of Columbia",1208,2.52,3.74,3048,7.2,"Census Tract 98.03, District of Columbia, District of Columbia",1422,1208,1422,0,190,1018
1400000US11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",2993,42.6,33.3,6.8,0.9,88.5,0.0,0.2,0.0,0.0,"Census Tract 98.04, District of Columbia, District of Columbia",15.0,34.4,39417,21264,"Census Tract 98.04, District of Columbia, District of Columbia",1031,2.87,3.94,2954,12.3,"Census Tract 98.04, District of Columbia, District of Columbia",1119,1031,1119,0,324,707
1400000US11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",3617,48.8,41.5,0.1,3.7,95.4,0.0,0.0,0.0,0.0,"Census Tract 98.07, District of Columbia, District of Columbia",7.4,39.8,49457,27594,"Census Tract 98.07, District of Columbia, District of Columbia",1301,2.71,3.87,3524,19.6,"Census Tract 98.07, District of Columbia, District of Columbia",1609,1301,1609,64,582,719
1400000US11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",2898,43.8,27.8,0.1,0.1,95.1,0.0,0.0,0.0,3.2,"Census Tract 98.10, District of Columbia, District of Columbia",13.7,48.9,30822,17114,"Census Tract 98.10, District of Columbia, District of Columbia",1196,2.40,3.56,2867,7.7,"Census Tract 98.10, District of Columbia, District of Columbia",1227,1196,1227,0,128,1068
1400000US11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",4992,42.1,27.9,0.2,0.8,96.8,0.0,0.0,0.0,0.0,"Census Tract 98.11, District of Columbia, District of Columbia",14.7,45.0,31432,18213,"Census Tract 98.11, District of Columbia, District of Columbia",1856,2.69,3.76,4992,8.5,"Census Tract 98.11, District of Columbia, District of Columbia",2089,1856,2089,0,255,1601
1400000US11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",2711,48.3,45.1,3.4,3.7,83.1,0.0,7.6,0.0,0.0,"Census Tract 99.01, District of Columbia, District of Columbia",4.1,33.0,96518,43211,"Census Tract 99.01, District of Columbia, District of Columbia",955,2.82,3.55,2695,43.0,"Census Tract 99.01, District of Columbia, District of Columbia",1091,955,1091,0,792,163
1400000US11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",3085,46.2,38.7,0.8,1.5,96.6,0.0,0.5,0.0,0.0,"Census Tract 99.02, District of Columbia, District of Columbia",7.2,32.0,57377,30393,"Census Tract 99.02, District of Columbia, District of Columbia",1105,2.76,3.96,3046,18.7,"Census Tract 99.02, District of Columbia, District of Columbia",1309,1105,1309,0,831,274
1400000US11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",2056,36.3,38.7,0.4,4.6,92.5,0.0,0.0,0.0,0.6,"Census Tract 99.03, District of Columbia, District of Columbia",8.3,36.8,51023,26058,"Census Tract 99.03, District of Columbia, District of Columbia",666,3.09,3.98,2056,25.8,"Census Tract 99.03, District of Columbia, District of Columbia",765,666,765,0,467,199
1400000US11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",2970,46.5,27.3,12.2,1.6,84.2,0.0,0.0,0.4,0.0,"Census Tract 99.04, District of Columbia, District of Columbia",10.6,36.0,32306,20093,"Census Tract 99.04, District of Columbia, District of Columbia",1071,2.75,4.16,2946,18.1,"Census Tract 99.04, District of Columbia, District of Columbia",1323,1071,1323,0,323,748
1400000US11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",2926,52.5,37.2,0.0,0.5,96.9,0.0,0.0,0.0,0.5,"Census Tract 99.05, District of Columbia, District of Columbia",13.5,37.1,45094,27215,"Census Tract 99.05, District of Columbia, District of Columbia",1139,2.54,3.62,2898,12.4,"Census Tract 99.05, District of Columbia, District of Columbia",1356,1139,1356,10,522,617
1400000US11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",1630,41.0,34.9,3.0,0.0,95.0,0.0,0.5,0.0,0.0,"Census Tract 99.06, District of Columbia, District of Columbia",10.3,36.6,45074,25263,"Census Tract 99.06, District of Columbia, District of Columbia",756,2.13,2.96,1612,15.2,"Census Tract 99.06, District of Columbia, District of Columbia",816,756,816,0,209,547
1400000US11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",2955,39.3,31.9,1.5,0.5,97.6,0.0,0.0,0.0,0.0,"Census Tract 99.07, District of Columbia, District of Columbia",12.8,35.9,31506,18574,"Census Tract 99.07, District of Columbia, District of Columbia",1171,2.52,3.12,2953,12.3,"Census Tract 99.07, District of Columbia, District of Columbia",1243,1171,1243,0,196,975
1400000US11001010100,"Census Tract 101, District of Columbia, District of Columbia",2861,48.7,35.3,11.2,56.3,12.1,0.0,18.0,0.0,1.0,"Census Tract 101, District of Columbia, District of Columbia",3.9,22.8,94250,82768,"Census Tract 101, District of Columbia, District of Columbia",1766,1.59,2.75,2801,80.6,"Census Tract 101, District of Columbia, District of Columbia",1907,1766,1907,0,401,1365
1400000US11001010200,"Census Tract 102, District of Columbia, District of Columbia",2849,48.2,34.5,6.5,52.8,27.9,2.5,5.8,0.0,0.0,"Census Tract 102, District of Columbia, District of Columbia",1.0,26.2,109844,75254,"Census Tract 102, District of Columbia, District of Columbia",1539,1.83,2.72,2819,85.0,"Census Tract 102, District of Columbia, District of Columbia",1717,1539,1717,164,553,986
1400000US11001010300,"Census Tract 103, District of Columbia, District of Columbia",4008,47.2,36.6,31.4,14.9,48.8,0.0,2.4,0.0,0.0,"Census Tract 103, District of Columbia, District of Columbia",5.7,37.6,91758,39220,"Census Tract 103, District of Columbia, District of Columbia",1253,3.03,3.73,3796,47.6,"Census Tract 103, District of Columbia, District of Columbia",1322,1253,1322,9,634,619
1400000US11001010400,"Census Tract 104, District of Columbia, District of Columbia",4829,43.3,36.8,3.7,4.0,92.0,0.0,0.0,0.0,0.0,"Census Tract 104, District of Columbia, District of Columbia",12.5,48.3,38037,19032,"Census Tract 104, District of Columbia, District of Columbia",1608,2.60,3.89,4177,18.7,"Census Tract 104, District of Columbia, District of Columbia",1836,1608,1836,0,521,1087
1400000US11001010500,"Census Tract 105, District of Columbia, District of Columbia",3730,49.0,35.7,6.3,37.8,46.2,0.0,5.1,0.4,0.4,"Census Tract 105, District of Columbia, District of Columbia",6.6,27.6,79063,60935,"Census Tract 105, District of Columbia, District of Columbia",2290,1.63,2.85,3730,69.4,"Census Tract 105, District of Columbia, District of Columbia",2394,2290,2394,0,821,1469
1400000US11001010600,"Census Tract 106, District of Columbia, District of Columbia",7805,52.2,31.0,4.5,59.9,26.2,0.0,7.3,0.0,0.0,"Census Tract 106, District of Columbia, District of Columbia",1.7,29.6,107607,69418,"Census Tract 106, District of Columbia, District of Columbia",3716,2.08,2.83,7724,79.7,"Census Tract 106, District of Columbia, District of Columbia",4152,3716,4152,848,739,2977
1400000US11001010700,"Census Tract 107, District of Columbia, District of Columbia",1756,55.5,29.3,13.6,65.1,6.7,0.0,11.4,2.0,0.0,"Census Tract 107, District of Columbia, District of Columbia",3.1,21.0,73688,58094,"Census Tract 107, District of Columbia, District of Columbia",1101,1.48,2.23,1629,83.1,"Census Tract 107, District of Columbia, District of Columbia",1188,1101,1188,0,138,963
1400000US11001010800,"Census Tract 108, District of Columbia, District of Columbia",6356,44.2,19.9,8.7,65.0,10.0,0.0,12.4,0.1,0.0,"Census Tract 108, District of Columbia, District of Columbia",3.1,15.9,45278,11273,"Census Tract 108, District of Columbia, District of Columbia",782,1.40,2.07,1092,78.9,"Census Tract 108, District of Columbia, District of Columbia",1083,782,1083,34,42,740
1400000US11001010900,"Census Tract 109, District of Columbia, District of Columbia",3819,49.0,26.3,2.2,0.9,94.4,0.0,0.6,0.0,0.4,"Census Tract 109, District of Columbia, District of Columbia",9.0,31.6,41660,19156,"Census Tract 109, District of Columbia, District of Columbia",1263,2.63,3.79,3317,18.3,"Census Tract 109, District of Columbia, District of Columbia",1429,1263,1429,0,66,1197
1400000US11001011000,"Census Tract 110, District of Columbia, District of Columbia",4188,43.0,44.0,6.7,58.2,27.0,0.6,5.5,0.0,0.0,"Census Tract 110, District of Columbia, District of Columbia",3.8,28.8,84375,64925,"Census Tract 110, District of Columbia, District of Columbia",2645,1.57,2.51,4146,81.2,"Census Tract 110, District of Columbia, District of Columbia",2875,2645,2875,206,1443,1202
1400000US11001011100,"Census Tract 111, District of Columbia, District of Columbia",5571,50.4,41.0,9.1,8.4,77.8,0.2,1.4,0.0,0.1,"Census Tract 111, District of Columbia, District of Columbia",6.7,30.4,79628,36411,"Census Tract 111, District of Columbia, District of Columbia",1741,2.81,3.81,4895,43.7,"Census Tract 111, District of Columbia, District of Columbia",1924,1741,1924,25,1323,418
0400000US11,District of Columbia,684498,47.5,33.9,10.9,36.2,46.1,0.2,3.8,0.0,0.4,District of Columbia,5.1,30.3,82604,53321,District of Columbia,281322,2.29,3.30,644878,57.6,District of Columbia,311545,281322,311545,8053,117571,163751
1600000US1150000,"Washington city, District of Columbia",684498,47.5,33.9,10.9,36.2,46.1,0.2,3.8,0.0,0.4,"Washington city, District of Columbia",5.1,30.3,82604,53321,"Washington city, District of Columbia",281322,2.29,3.30,644878,57.6,"Washington city, District of Columbia",311545,281322,311545,8053,117571,163751
